timestamp,value
2024-09-05,20.0028
2024-09-06,20.0172
2024-09-09,19.8798
2024-09-10,20.0583
2024-09-11,19.839
2024-09-12,19.5887
2024-09-13,19.2483
2024-09-17,19.267
2024-09-18,19.3033
2024-09-19,19.2773
2024-09-20,19.3725
2024-09-23,19.415
2024-09-24,19.3562
2024-09-25,19.587
2024-09-26,19.629
2024-09-27,19.6697
2024-09-30,19.644
2024-10-02,19.3885
2024-10-03,19.4678
2024-10-04,19.2127
2024-10-07,19.3388
2024-10-08,19.3532
2024-10-09,19.4175
2024-10-10,19.5113
2024-10-11,19.3983
2024-10-14,19.342
2024-10-15,19.62
2024-10-16,19.8925
2024-10-17,19.9313
2024-10-18,19.8325
2024-10-21,20.0075
2024-10-22,19.8985
2024-10-23,19.9338
2024-10-24,19.8385
2024-10-25,19.9303
2024-10-28,20.0007
2024-10-29,20.0208
2024-10-30,20.1617
2024-10-31,20.0378
2024-11-01,20.0908
2024-11-04,20.0367
2024-11-05,20.2695
2024-11-06,20.3093
2024-11-07,19.8277
2024-11-08,20.1332
2024-11-11,20.4502
2024-11-12,20.5693
2024-11-13,20.6025
2024-11-14,20.494
2024-11-15,20.3887
2024-11-19,20.1848
2024-11-20,20.2903
2024-11-21,20.3775
2024-11-22,20.4872
2024-11-25,20.2993
2024-11-26,20.7185
2024-11-27,20.6418
2024-11-28,20.4173
2024-11-29,20.3212
2024-12-02,20.4357
2024-12-03,20.3233
2024-12-04,20.283
2024-12-05,20.1963
2024-12-06,20.2275
2024-12-09,20.1547
2024-12-10,20.2485
2024-12-11,20.1647
2024-12-13,20.142
2024-12-16,20.1448
2024-12-17,20.2363
2024-12-18,20.1395
2024-12-19,20.4402
2024-12-20,20.1035
2024-12-23,20.1948
2024-12-24,20.1558
2024-12-26,20.1657
2024-12-27,20.2683
2024-12-30,20.5103
2024-12-31,20.7862
2025-01-02,20.6917
2025-01-03,20.6708
2025-01-06,20.3195
2025-01-07,20.344
2025-01-08,20.3823
2025-01-09,20.4742
2025-01-10,20.7045
2025-01-13,20.8012
2025-01-14,20.482
2025-01-15,20.4875
2025-01-16,20.7732
2025-01-17,20.718
2025-01-20,20.543
2025-01-21,20.6358
2025-01-22,20.5397
2025-01-23,20.3943
2025-01-24,20.2255
2025-01-27,20.7002
2025-01-28,20.5668
2025-01-29,20.5677
2025-01-30,20.4497
2025-01-31,20.6068
2025-02-04,20.4268
2025-02-05,20.6363
2025-02-06,20.5125
2025-02-07,20.5512
2025-02-10,20.6693
2025-02-11,20.568
2025-02-12,20.4917
2025-02-13,20.4978
2025-02-14,20.3082
2025-02-17,20.283
2025-02-18,20.2617
2025-02-19,20.4208
2025-02-20,20.3733
2025-02-21,20.3448
2025-02-24,20.464
2025-02-25,20.4683
2025-02-26,20.4277
2025-02-27,20.4722
2025-02-28,20.508
2025-03-03,20.4333
2025-03-04,20.8518
2025-03-05,20.3893
2025-03-06,20.2777
2025-03-07,20.283
2025-03-10,20.2922
2025-03-11,20.3388
2025-03-12,20.1828
2025-03-13,20.0848
2025-03-14,19.8693
2025-03-18,19.9845
